Country_Code,year,gdp,population
ISR,1980,21884705882,3878000
ISR,1981,23258596491,3956000
ISR,1982,24539341564,4031000
ISR,1983,27442580071,4105000
ISR,1984,26043655184,4159000
ISR,1985,24121638985,4233000
ISR,1986,29702243917,4299000
ISR,1987,35477234542,4369000
ISR,1988,43893303709,4442000
ISR,1989,44599771760,4518000
ISR,1990,52490327348,4660000
ISR,1991,59170286560,4949000
ISR,1992,65771216421,5123000
ISR,1993,65925583866,5261000
ISR,1994,74669719505,5399000
ISR,1995,99968784246,5545000
ISR,1996,109774000000,5692000
ISR,1997,114544000000,5836000
ISR,1998,115838000000,5971000
ISR,1999,117212000000,6125000
ISR,2000,132397000000,6289000
ISR,2001,130752000000,6439000
ISR,2002,121093000000,6570000
ISR,2003,126750000000,6689700
ISR,2004,135419000000,6809000
ISR,2005,142838000000,6930100
ISR,2006,154511000000,7053700
ISR,2007,179564000000,7180100
ISR,2008,216760000000,7308800
ISR,2009,208069000000,7485600
ISR,2010,233755000000,7623600
ISR,2011,261375000000,7765800
ISR,2012,257642000000,7910500
ISR,2013,293315000000,8059500
ISR,2014,308769000000,8215700
ISR,2015,299416000000,8380100
ISR,2016,318744000000,8547100
ITA,1960,40385288344,50199700
ITA,1961,44842760293,50536350
ITA,1962,50383891899,50879450
ITA,1963,57710743060,51252000
ITA,1964,63175417019,51675350
ITA,1965,67978153851,52112350
ITA,1966,73654870011,52519000
ITA,1967,81133120065,52900500
ITA,1968,87942231678,53235750
ITA,1969,97085082807,53537950
ITA,1970,113021000000,53821850
ITA,1971,124261000000,54073490
ITA,1972,144781000000,54381345
ITA,1973,174913000000,54751406
ITA,1974,198906000000,55110868
ITA,1975,226945000000,55441001
ITA,1976,223976000000,55718260
ITA,1977,256747000000,55955411
ITA,1978,314019000000,56155143
ITA,1979,392379000000,56317749
ITA,1980,475683000000,56433883
ITA,1981,429282000000,56501675
ITA,1982,425863000000,56543548
ITA,1983,441581000000,56564074
ITA,1984,436443000000,56576718
ITA,1985,450726000000,56593071
ITA,1986,638274000000,56596155
ITA,1987,803055000000,56601931
ITA,1988,888668000000,56629288
ITA,1989,925598000000,56671781
ITA,1990,1177330000000,56719240
ITA,1991,1242110000000,56758521
ITA,1992,1315810000000,56797087
ITA,1993,1061450000000,56831821
ITA,1994,1095590000000,56843400
ITA,1995,1170790000000,56844303
ITA,1996,1308930000000,56860281
ITA,1997,1239050000000,56890372
ITA,1998,1266310000000,56906744
ITA,1999,1248560000000,56916317
ITA,2000,1141760000000,56942108
ITA,2001,1162320000000,56974100
ITA,2002,1266510000000,57059007
ITA,2003,1569650000000,57313203
ITA,2004,1798310000000,57685327
ITA,2005,1852660000000,57969484
ITA,2006,1942630000000,58143979
ITA,2007,2203050000000,58438310
ITA,2008,2390730000000,58826731
ITA,2009,2185160000000,59095365
ITA,2010,2125060000000,59277417
ITA,2011,2276290000000,59379449
ITA,2012,2072820000000,59539717
ITA,2013,2130490000000,60233948
ITA,2014,2151730000000,60789140
ITA,2015,1824900000000,60730582
ITA,2016,1849970000000,60600590
JAM,1960,699050679,1628252
JAM,1961,748028839,1650806
JAM,1962,777712446,1676250
JAM,1963,826690466,1703395
JAM,1964,897931401,1730486
JAM,1965,972140557,1756266
JAM,1966,1096738065,1780264
JAM,1967,1148025407,1803064
JAM,1968,1083883355,1825633
JAM,1969,1191287652,1849414
JAM,1970,1404776071,1875381
JAM,1971,1539865514,1904016
JAM,1972,1875048860,1934828
JAM,1973,1905917553,1966700
JAM,1974,2375096249,1998034
JAM,1975,2860411286,2027737
JAM,1976,2966010230,2055085
JAM,1977,3249697393,2080538
JAM,1978,2644449232,2105664
JAM,1979,2425033998,2132690
JAM,1980,2679409453,2163045
JAM,1981,2979061412,2197583
JAM,1982,3293533288,2235327
JAM,1983,3619294121,2273666
JAM,1984,2373566957,2308947
JAM,1985,2100223150,2338638
JAM,1986,2754566176,2361720
JAM,1987,3286987552,2379279
JAM,1988,3828310735,2393534
JAM,1989,4404970059,2407720
JAM,1990,4592224067,2424242
JAM,1991,4071219198,2443689
JAM,1992,3530892749,2465362
JAM,1993,4859766161,2488782
JAM,1994,4907861406,2513049
JAM,1995,5779285208,2537440
JAM,1996,6504445801,2561993
JAM,1997,7450324787,2586827
JAM,1998,8718300136,2611367
JAM,1999,8795765306,2634882
JAM,2000,8929375580,2656864
JAM,2001,9087918837,2677011
JAM,2002,9694161516,2695446
JAM,2003,9399452788,2712511
JAM,2004,10150978155,2728777
JAM,2005,11204416000,2744673
JAM,2006,11905525197,2760279
JAM,2007,12824094990,2775467
JAM,2008,13678551838,2790122
JAM,2009,12038998757,2804082
JAM,2010,13192229343,2817210
JAM,2011,14440457549,2829493
JAM,2012,14802430173,2840992
JAM,2013,14276559216,2851807
JAM,2014,13897561173,2862087
JAM,2015,14261995114,2871934
JAM,2016,14027151473,2881355
JPN,1960,44307342950,92500572
JPN,1961,53508617739,94943000
JPN,1962,60723018684,95832000
JPN,1963,69498131797,96812000
JPN,1964,81749006382,97826000
JPN,1965,90950278258,98883000
JPN,1966,105628000000,99790000
JPN,1967,123782000000,100725000
JPN,1968,146601000000,101061000
JPN,1969,172204000000,103172000
JPN,1970,211514000000,104345000
JPN,1971,238915000000,105697000
JPN,1972,316393000000,107188000
JPN,1973,429857000000,108079000
JPN,1974,477156000000,110162000
JPN,1975,518856000000,111940000
JPN,1976,583143000000,112771000
JPN,1977,717696000000,113863000
JPN,1978,1008390000000,114898000
JPN,1979,1049580000000,115870000
JPN,1980,1099690000000,116782000
JPN,1981,1215510000000,117648000
JPN,1982,1129890000000,118449000
JPN,1983,1232340000000,119259000
JPN,1984,1309740000000,120018000
JPN,1985,1400710000000,120754000
JPN,1986,2075030000000,121492000
JPN,1987,2514280000000,122091000
JPN,1988,3050640000000,122613000
JPN,1989,3052320000000,123116000
JPN,1990,3139970000000,123537000
JPN,1991,3578140000000,123921000
JPN,1992,3897830000000,124229000
JPN,1993,4466570000000,124536000
JPN,1994,4907040000000,124961000
JPN,1995,5449120000000,125439000
JPN,1996,4833710000000,125757000
JPN,1997,4414730000000,126057000
JPN,1998,4032510000000,126400000
JPN,1999,4562080000000,126631000
JPN,2000,4887520000000,126843000
JPN,2001,4303540000000,127149000
JPN,2002,4115120000000,127445000
JPN,2003,4445660000000,127718000
JPN,2004,4815150000000,127761000
JPN,2005,4755410000000,127773000
JPN,2006,4530380000000,127854000
JPN,2007,4515260000000,128001000
JPN,2008,5037910000000,128063000
JPN,2009,5231380000000,128047000
JPN,2010,5700100000000,128070000
JPN,2011,6157460000000,127833000
JPN,2012,6203210000000,127629000
JPN,2013,5155720000000,127445000
JPN,2014,4848730000000,127276000
JPN,2015,4383080000000,127141000
JPN,2016,4939380000000,126994511
JOR,1960,NULL,932257
JOR,1961,NULL,973083
JOR,1962,NULL,1009733
JOR,1963,NULL,1049302
JOR,1964,NULL,1101459
JOR,1965,599831980,1172550
JOR,1966,658078970,1265806
JOR,1967,631755811,1377465
JOR,1968,561187343,1498309
JOR,1969,698963876,1615277
JOR,1970,639596752,1718913
JOR,1971,678241389,1806605
JOR,1972,788574629,1881214
JOR,1973,943700548,1945626
JOR,1974,1197454207,2004833
JOR,1975,1363039400,2062918
JOR,1976,1708734940,2120069
JOR,1977,2096568479,2176135
JOR,1978,2602748691,2234594
JOR,1979,3271728272,2299655
JOR,1980,3910036925,2374422
JOR,1981,4384685230,2461193
JOR,1982,4680567376,2559718
JOR,1983,4920407601,2667470
JOR,1984,4966710013,2780428
JOR,1985,4993829194,2895985
JOR,1986,6401380000,3011300
JOR,1987,6755599114,3127917
JOR,1988,6277197435,3252672
JOR,1989,4220945005,3395023
JOR,1990,4160003917,3560582
JOR,1991,4344250257,3753433
JOR,1992,5311329067,3968198
JOR,1993,5605841536,4189431
JOR,1994,6237739516,4395953
JOR,1995,6727446632,4572904
JOR,1996,6928359238,4716373
JOR,1997,7246188575,4832267
JOR,1998,7912327362,4927912
JOR,1999,8149106065,5014899
JOR,2000,8460424401,5103130
JOR,2001,8975689845,5193482
JOR,2002,9582453032,5287488
JOR,2003,10195660790,5396774
JOR,2004,11411390409,5535595
JOR,2005,12588665303,5714111
JOR,2006,15056929760,5934232
JOR,2007,17110587447,6193191
JOR,2008,21972004086,6489822
JOR,2009,23820230000,6821116
JOR,2010,26425379437,7182390
JOR,2011,28840263380,7574943
JOR,2012,30937277606,7992573
JOR,2013,33593843662,8413464
JOR,2014,35826925775,8809306
JOR,2015,37517410282,9159302
JOR,2016,38654727746,9455802
KAZ,1960,NULL,9714260
KAZ,1961,NULL,10129861
KAZ,1962,NULL,10532062
KAZ,1963,NULL,10913552
KAZ,1964,NULL,11267329
KAZ,1965,NULL,11588870
KAZ,1966,NULL,11872939
KAZ,1967,NULL,12120504
KAZ,1968,NULL,12341412
KAZ,1969,NULL,12550121
KAZ,1970,NULL,12757245
KAZ,1971,NULL,12966920
KAZ,1972,NULL,13176584
KAZ,1973,NULL,13382211
KAZ,1974,NULL,13577049
KAZ,1975,NULL,13756789
KAZ,1976,NULL,13920105
KAZ,1977,NULL,14070681
KAZ,1978,NULL,14215111
KAZ,1979,NULL,14362417
KAZ,1980,NULL,14518924
KAZ,1981,NULL,14683789
KAZ,1982,NULL,14853993
KAZ,1983,NULL,15030495
KAZ,1984,NULL,15214051
KAZ,1985,NULL,15403006
KAZ,1986,NULL,15600928
KAZ,1987,NULL,15801753
KAZ,1988,NULL,15982510
KAZ,1989,NULL,16249500
KAZ,1990,26932728899,16348000
KAZ,1991,24881135586,16450500
KAZ,1992,24906939560,16439095
KAZ,1993,23409027476,16330419
KAZ,1994,21250839258,16095199
KAZ,1995,20374307047,15815626
KAZ,1996,21035357833,15577894
KAZ,1997,22165932063,15333703
KAZ,1998,22135245413,15071300
KAZ,1999,16870817135,14928426
KAZ,2000,18291990619,14883626
KAZ,2001,22152689130,14858335
KAZ,2002,24636598581,14858948
KAZ,2003,30833692831,14909018
KAZ,2004,43151647003,15012985
KAZ,2005,57123671734,15147029
KAZ,2006,81003884545,15308084
KAZ,2007,104850000000,15484192
KAZ,2008,133442000000,15674000
KAZ,2009,115309000000,16092701
KAZ,2010,148047000000,16321581
KAZ,2011,192627000000,16556600
KAZ,2012,207999000000,16791425
KAZ,2013,236635000000,17035275
KAZ,2014,221416000000,17289224
KAZ,2015,184388000000,17544126
KAZ,2016,133657000000,17797032
KEN,1960,791265459,8105440
KEN,1961,792959472,8361441
KEN,1962,868111400,8628972
KEN,1963,926589349,8908422
KEN,1964,998759334,9200157
KEN,1965,997919320,9504703
KEN,1966,1164519673,9822499
KEN,1967,1232559506,10154484
KEN,1968,1353295458,10502245
KEN,1969,1458379415,10867716
KEN,1970,1603447357,11252492
KEN,1971,1778391289,11657514
KEN,1972,2107279157,12083188
KEN,1973,2502142444,12529852
KEN,1974,2973309272,12997595
KEN,1975,3259344936,13486629
KEN,1976,3474542392,13996704
KEN,1977,4494378855,14528293
KEN,1978,5303734883,15082994
KEN,1979,6234390975,15662852
KEN,1980,7265315332,16268990
KEN,1981,6854491454,16901677
KEN,1982,6431579357,17559430
KEN,1983,5979198464,18239404
KEN,1984,6191437070,18937738
KEN,1985,6135034338,19651225
KEN,1986,7239126717,20378626
KEN,1987,7970820531,21119318
KEN,1988,8355380879,21871442
KEN,1989,8283114648,22633022
KEN,1990,8572359163,23402507
KEN,1991,8151479004,24179598
KEN,1992,8209129172,24963953
KEN,1993,5751789915,25754114
KEN,1994,7148145376,26548486
KEN,1995,9046326060,27346456
KEN,1996,12045858436,28147734
KEN,1997,13115773738,28954114
KEN,1998,14093998844,29769803
KEN,1999,12896013577,30600397
KEN,2000,12705357103,31450483
KEN,2001,12986007426,32321482
KEN,2002,13147743911,33214009
KEN,2003,14904517650,34130852
KEN,2004,16095337094,35074931
KEN,2005,18737897745,36048288
KEN,2006,25825524821,37052050
KEN,2007,31958195182,38085909
KEN,2008,35895153328,39148416
KEN,2009,37021512049,40237204
KEN,2010,39999659234,41350152
KEN,2011,41953433591,42486839
KEN,2012,50412754822,43646629
KEN,2013,55097343448,44826849
KEN,2014,61445345999,46024250
KEN,2015,63767539357,47236259
KEN,2016,70529014778,48461567
KIR,1960,NULL,41233
KIR,1961,NULL,42257
KIR,1962,NULL,43302
KIR,1963,NULL,44363
KIR,1964,NULL,45425
KIR,1965,NULL,46453
KIR,1966,NULL,47459
KIR,1967,NULL,48437
KIR,1968,NULL,49388
KIR,1969,NULL,50294
KIR,1970,14295280,51178
KIR,1971,15278632,52025
KIR,1972,18936527,52824
KIR,1973,31710658,53604
KIR,1974,85637174,54380
KIR,1975,55081817,55169
KIR,1976,41109618,55977
KIR,1977,38748059,56810
KIR,1978,45210026,57662
KIR,1979,42620165,58506
KIR,1980,38715555,59339
KIR,1981,41369800,60133
KIR,1982,40572066,60920
KIR,1983,37837838,61768
KIR,1984,41246161,62765
KIR,1985,32125148,64003
KIR,1986,32085562,65518
KIR,1987,33608738,67261
KIR,1988,42972107,69098
KIR,1989,41119722,70860
KIR,1990,39809539,72412
KIR,1991,47515189,73700
KIR,1992,47737955,74769
KIR,1993,46919625,75719
KIR,1994,54832578,76671
KIR,1995,56338028,77730
KIR,1996,66515377,78907
KIR,1997,67537480,80184
KIR,1998,65334841,81550
KIR,1999,69032258,82966
KIR,2000,67254174,84406
KIR,2001,63101272,85858
KIR,2002,72196458,87343
KIR,2003,90231857,88895
KIR,2004,102367039,90542
KIR,2005,112133944,92325
KIR,2006,108545633,94260
KIR,2007,130754916,96311
KIR,2008,139125482,98440
KIR,2009,130465372,100568
KIR,2010,153275913,102652
KIR,2011,177142135,104656
KIR,2012,188045662,106613
KIR,2013,187153601,108535
KIR,2014,186066973,110458
KIR,2015,160121929,112407
KIR,2016,165765016,114395
PRK,1960,NULL,11424176
PRK,1961,NULL,11665595
PRK,1962,NULL,11871712
PRK,1963,NULL,12065468
PRK,1964,NULL,12282419
PRK,1965,NULL,12547525
PRK,1966,NULL,12864954
PRK,1967,NULL,13222694
PRK,1968,NULL,13609982
PRK,1969,NULL,14010339
PRK,1970,NULL,14410400
PRK,1971,NULL,14809521
PRK,1972,NULL,15207771
PRK,1973,NULL,15593351
PRK,1974,NULL,15952078
PRK,1975,NULL,16274740
PRK,1976,NULL,16554746
PRK,1977,NULL,16796578
PRK,1978,NULL,17015983
PRK,1979,NULL,17235666
PRK,1980,NULL,17472140
PRK,1981,NULL,17731230
PRK,1982,NULL,18008564
PRK,1983,NULL,18298214
PRK,1984,NULL,18590138
PRK,1985,NULL,18877238
PRK,1986,NULL,19156795
PRK,1987,NULL,19431986
PRK,1988,NULL,19708323
PRK,1989,NULL,19993755
PRK,1990,NULL,20293054
PRK,1991,NULL,20609150
PRK,1992,NULL,20937404
PRK,1993,NULL,21265834
PRK,1994,NULL,21577982
PRK,1995,NULL,21862299
PRK,1996,NULL,22113548
PRK,1997,NULL,22335638
PRK,1998,NULL,22537336
PRK,1999,NULL,22731985
PRK,2000,NULL,22929075
PRK,2001,NULL,23131810
PRK,2002,NULL,23336681
PRK,2003,NULL,23538540
PRK,2004,NULL,23729498
PRK,2005,NULL,23904167
PRK,2006,NULL,24061097
PRK,2007,NULL,24203289
PRK,2008,NULL,24335146
PRK,2009,NULL,24463021
PRK,2010,NULL,24591599
PRK,2011,NULL,24722298
PRK,2012,NULL,24854034
PRK,2013,NULL,24985976
PRK,2014,NULL,25116363
PRK,2015,NULL,25243917
PRK,2016,NULL,25368620
KOR,1960,3957873926,25012374
KOR,1961,2417237754,25765673
KOR,1962,2813933900,26513030
KOR,1963,3988246109,27261747
KOR,1964,3458518494,27984155
KOR,1965,3120307808,28704674
KOR,1966,3928171298,29435571
KOR,1967,4854576371,30130983
KOR,1968,6117260076,30838302
KOR,1969,7675805108,31544266
KOR,1970,8999227202,32240827
KOR,1971,9889961112,32882704
KOR,1972,10842220469,33505406
KOR,1973,13841885921,34103149
KOR,1974,19482038223,34692266
KOR,1975,21704752066,35280725
KOR,1976,29779338843,35848523
KOR,1977,38265082645,36411795
KOR,1978,51700619835,36969185
KOR,1979,66567975207,37534236
KOR,1980,64980820835,38123775
KOR,1981,72425590649,38723248
KOR,1982,77773431088,39326352
KOR,1983,87024427973,39910403
KOR,1984,96597434180,40405956
KOR,1985,100273000000,40805744
KOR,1986,115537000000,41213674
KOR,1987,146133000000,41621690
KOR,1988,196964000000,42031247
KOR,1989,243526000000,42449038
KOR,1990,279349000000,42869283
KOR,1991,325734000000,43295704
KOR,1992,350051000000,43747962
KOR,1993,386303000000,44194628
KOR,1994,455603000000,44641540
KOR,1995,556131000000,45092991
KOR,1996,598099000000,45524681
KOR,1997,557503000000,45953580
KOR,1998,374241000000,46286503
KOR,1999,485248000000,46616677
KOR,2000,561633000000,47008111
KOR,2001,533052000000,47370164
KOR,2002,609020000000,47644736
KOR,2003,680521000000,47892330
KOR,2004,764881000000,48082519
KOR,2005,898137000000,48184561
KOR,2006,1011800000000,48438292
KOR,2007,1122680000000,48683638
KOR,2008,1002220000000,49054708
KOR,2009,901935000000,49307835
KOR,2010,1094500000000,49554112
KOR,2011,1202460000000,49936638
KOR,2012,1222810000000,50199853
KOR,2013,1305600000000,50428893
KOR,2014,1411330000000,50746659
KOR,2015,1382760000000,51014947
KOR,2016,1411250000000,51245707
XKX,1960,NULL,947000
XKX,1961,NULL,966000
XKX,1962,NULL,994000
XKX,1963,NULL,1022000
XKX,1964,NULL,1050000
XKX,1965,NULL,1078000
XKX,1966,NULL,1106000
XKX,1967,NULL,1135000
XKX,1968,NULL,1163000
XKX,1969,NULL,1191000
XKX,1970,NULL,1219000
XKX,1971,NULL,1247000
XKX,1972,NULL,1278000
XKX,1973,NULL,1308000
XKX,1974,NULL,1339000
XKX,1975,NULL,1369000
XKX,1976,NULL,1400000
XKX,1977,NULL,1430000
XKX,1978,NULL,1460000
XKX,1979,NULL,1491000
XKX,1980,NULL,1521000
XKX,1981,NULL,1552000
XKX,1982,NULL,1582000
XKX,1983,NULL,1614000
XKX,1984,NULL,1647000
XKX,1985,NULL,1682000
XKX,1986,NULL,1717000
XKX,1987,NULL,1753000
XKX,1988,NULL,1791000
XKX,1989,NULL,1827000
XKX,1990,NULL,1862000
XKX,1991,NULL,1898000
XKX,1992,NULL,1932000
XKX,1993,NULL,1965000
XKX,1994,NULL,1997000
XKX,1995,NULL,2029000
XKX,1996,NULL,2059000
XKX,1997,NULL,2086000
XKX,1998,NULL,1966000
XKX,1999,NULL,1762000
XKX,2000,1849196082,1700000
XKX,2001,2535333632,1701154
XKX,2002,2702427047,1702310
XKX,2003,3355083117,1703466
XKX,2004,3639935348,1704622
XKX,2005,3736599925,1705780
XKX,2006,4078158324,1719536
XKX,2007,4833561456,1733404
XKX,2008,5687488209,1747383
XKX,2009,5653792720,1761474
XKX,2010,5829933775,1775680
XKX,2011,6649291076,1791000
XKX,2012,6473724785,1805200
XKX,2013,7072092406,1824100
XKX,2014,7386891336,1821800
XKX,2015,6440501275,1801800
XKX,2016,6649888889,1816200
KWT,1960,NULL,269618
KWT,1961,NULL,301336
KWT,1962,NULL,338296
KWT,1963,NULL,379891
KWT,1964,NULL,425235
KWT,1965,2097451694,473554
KWT,1966,2391486978,524856
KWT,1967,2441893027,579007
KWT,1968,2663119574,634897
KWT,1969,2769532344,691129
KWT,1970,2873984878,746767
KWT,1971,3880370402,801142
KWT,1972,4451200973,854604
KWT,1973,5408293999,908520
KWT,1974,13004774557,964834
KWT,1975,12024138276,1024940
KWT,1976,13131668947,1089209
KWT,1977,14135729588,1157033
KWT,1978,15500908760,1227601
KWT,1979,24746019537,1299683
KWT,1980,28638550499,1372318
KWT,1981,25056672166,1442991
KWT,1982,21577977770,1511314
KWT,1983,20869434305,1580638
KWT,1984,21697297872,1655833
KWT,1985,21442619681,1738994
KWT,1986,17903681693,1836105
KWT,1987,22365734482,1942810
KWT,1988,20692472760,2038885
KWT,1989,24312117767,2096932
KWT,1990,18427777778,2099615
KWT,1991,11008793176,2035661
KWT,1992,19858555215,NULL
KWT,1993,23941391391,NULL
KWT,1994,24848483838,NULL
KWT,1995,27191689008,1610651
KWT,1996,31493987642,1631740
KWT,1997,30354434553,1715314
KWT,1998,25941929462,1836353
KWT,1999,30121879435,1957066
KWT,2000,37711864407,2050741
KWT,2001,34890772742,2109355
KWT,2002,38137545245,2143833
KWT,2003,47875838926,2169118
KWT,2004,59440108585,2207939
KWT,2005,80797945205,2276623
KWT,2006,101551000000,2377258
KWT,2007,114641000000,2503410
KWT,2008,147396000000,2652340
KWT,2009,105900000000,2818939
KWT,2010,115419000000,2998083
KWT,2011,154028000000,3191051
KWT,2012,174070000000,3395556
KWT,2013,174161000000,3598385
KWT,2014,162632000000,3782450
KWT,2015,114041000000,3935794
KWT,2016,NULL,4052584
KGZ,1960,NULL,2172300
KGZ,1961,NULL,2255900
KGZ,1962,NULL,2333400
KGZ,1963,NULL,2413700
KGZ,1964,NULL,2495300
KGZ,1965,NULL,2573300
KGZ,1966,NULL,2655300
KGZ,1967,NULL,2736500
KGZ,1968,NULL,2818300
KGZ,1969,NULL,2894800
KGZ,1970,NULL,2959900
KGZ,1971,NULL,3022300
KGZ,1972,NULL,3088200
KGZ,1973,NULL,3153800
KGZ,1974,NULL,3223900
KGZ,1975,NULL,3292400
KGZ,1976,NULL,3358700
KGZ,1977,NULL,3423900
KGZ,1978,NULL,3487100
KGZ,1979,NULL,3552000
KGZ,1980,NULL,3617400
KGZ,1981,NULL,3685800
KGZ,1982,NULL,3759300
KGZ,1983,NULL,3838300
KGZ,1984,NULL,3916400
KGZ,1985,NULL,3990300
KGZ,1986,NULL,4066500
KGZ,1987,NULL,4144600
KGZ,1988,NULL,4218400
KGZ,1989,NULL,4307500
KGZ,1990,2674000000,4391200
KGZ,1991,2570833333,4463600
KGZ,1992,2316562500,4515400
KGZ,1993,2028295455,4516700
KGZ,1994,1681006993,4515100
KGZ,1995,1661018519,4560400
KGZ,1996,1827570586,4628400
KGZ,1997,1767864036,4696400
KGZ,1998,1645963750,4769000
KGZ,1999,1249062025,4840400
KGZ,2000,1369693171,4898400
KGZ,2001,1525112242,4945100
KGZ,2002,1605640633,4990700
KGZ,2003,1919012781,5043300
KGZ,2004,2211535312,5104700
KGZ,2005,2460248026,5162600
KGZ,2006,2834168889,5218400
KGZ,2007,3802566171,5268400
KGZ,2008,5139957785,5318700
KGZ,2009,4690062255,5383300
KGZ,2010,4794357795,5447900
KGZ,2011,6197766119,5514600
KGZ,2012,6605139933,5607200
KGZ,2013,7335027592,5719600
KGZ,2014,7468096567,5835500
KGZ,2015,6678178340,5956900
KGZ,2016,6551287938,6082700
LAO,1960,NULL,2120896
LAO,1961,NULL,2170343
LAO,1962,NULL,2221122
LAO,1963,NULL,2273349
LAO,1964,NULL,2327137
LAO,1965,NULL,2382594
LAO,1966,NULL,2439196
LAO,1967,NULL,2496920
LAO,1968,NULL,2556852
LAO,1969,NULL,2620434
LAO,1970,NULL,2688428
LAO,1971,NULL,2762265
LAO,1972,NULL,2840841
LAO,1973,NULL,2919287
LAO,1974,NULL,2990965
LAO,1975,NULL,3051577
LAO,1976,NULL,3098973
LAO,1977,NULL,3135842
LAO,1978,NULL,3168843
LAO,1979,NULL,3207328
LAO,1980,NULL,3258144
LAO,1981,NULL,3323377
LAO,1982,NULL,3401242
LAO,1983,NULL,3489977
LAO,1984,1757142806,3586381
LAO,1985,2366666616,3687898
LAO,1986,1776842041,3794043
LAO,1987,1087273104,3905163
LAO,1988,598961269,4020295
LAO,1989,714046821,4138408
LAO,1990,865559856,4258472
LAO,1991,1028087972,4380073
LAO,1992,1127806945,4502363
LAO,1993,1327748655,4623280
LAO,1994,1543606345,4740380
LAO,1995,1763536305,4851923
LAO,1996,1873671550,4957180
LAO,1997,1747011857,5056519
LAO,1998,1280177839,5150763
LAO,1999,1454430642,5241284
LAO,2000,1731198022,5329304
LAO,2001,1768619058,5414568
LAO,2002,1758176653,5497273
LAO,2003,2023324407,5579656
LAO,2004,2366398120,5664605
LAO,2005,2735558726,5754026
LAO,2006,3452882514,5849356
LAO,2007,4222962988,5949787
LAO,2008,5443915121,6052190
LAO,2009,5832915387,6152036
LAO,2010,7127792630,6246274
LAO,2011,8261299200,6333487
LAO,2012,10191367558,6415169
LAO,2013,11942157500,6494557
LAO,2014,13268297522,6576397
LAO,2015,14390323462,6663967
LAO,2016,15903437790,6758353
LVA,1960,NULL,2120979
LVA,1961,NULL,2152681
LVA,1962,NULL,2181586
LVA,1963,NULL,2210919
LVA,1964,NULL,2240623
LVA,1965,NULL,2265919
LVA,1966,NULL,2283217
LVA,1967,NULL,2301220
LVA,1968,NULL,2323619
LVA,1969,NULL,2343173
LVA,1970,NULL,2359164
LVA,1971,NULL,2376389
LVA,1972,NULL,2395674
LVA,1973,NULL,2415819
LVA,1974,NULL,2437186
LVA,1975,NULL,2456130
LVA,1976,NULL,2470989
LVA,1977,NULL,2485073
LVA,1978,NULL,2497921
LVA,1979,NULL,2505953
LVA,1980,NULL,2511701
LVA,1981,NULL,2519421
LVA,1982,NULL,2531080
LVA,1983,NULL,2546011
LVA,1984,NULL,2562047
LVA,1985,NULL,2578873
LVA,1986,NULL,2599892
LVA,1987,NULL,2626583
LVA,1988,NULL,2653434
LVA,1989,NULL,2666955
LVA,1990,NULL,2663151
LVA,1991,NULL,2650581
LVA,1992,NULL,2614338
LVA,1993,NULL,2563290
LVA,1994,NULL,2520742
LVA,1995,5788368511,2485056
LVA,1996,5970044666,2457222
LVA,1997,6525676264,2432851
LVA,1998,7174985107,2410019
LVA,1999,7533187605,2390482
LVA,2000,7937758980,2367550
LVA,2001,8350252966,2337170
LVA,2002,9546441564,2310173
LVA,2003,11748433157,2287955
LVA,2004,14373269156,2263122
LVA,2005,16922504045,2238799
LVA,2006,21447021570,2218357
LVA,2007,30901399261,2200325
LVA,2008,35596016664,2177322
LVA,2009,26169854045,2141669
LVA,2010,23757368290,2097555
LVA,2011,28223552825,2059709
LVA,2012,28119996053,2034319
LVA,2013,30254571078,2012647
LVA,2014,31352249350,1993782
LVA,2015,27026037600,1977527
LVA,2016,27677391316,1960424
LBN,1960,NULL,1804926
LBN,1961,NULL,1864605
LBN,1962,NULL,1925276
LBN,1963,NULL,1984980
LBN,1964,NULL,2041207
LBN,1965,NULL,2092348
LBN,1966,NULL,2136636
LBN,1967,NULL,2174845
LBN,1968,NULL,2210959
LBN,1969,NULL,2250602
LBN,1970,NULL,2297389
LBN,1971,NULL,2353555
LBN,1972,NULL,2416735
LBN,1973,NULL,2480419
LBN,1974,NULL,2535497
LBN,1975,NULL,2575690
LBN,1976,NULL,2598354
LBN,1977,NULL,2606221
LBN,1978,NULL,2604865
LBN,1979,NULL,2602566
LBN,1980,NULL,2605293
LBN,1981,NULL,2615747
LBN,1982,NULL,2632276
LBN,1983,NULL,2651292
LBN,1984,NULL,2667220
LBN,1985,NULL,2676583
LBN,1986,NULL,2677280
LBN,1987,NULL,2672173
LBN,1988,3313540068,2668585
LBN,1989,2717998688,2676605
LBN,1990,2838485354,2703016
LBN,1991,4451497288,2752462
LBN,1992,5545921947,2821862
LBN,1993,7535259851,2900854
LBN,1994,9599127050,2974640
LBN,1995,11718795528,3033394
LBN,1996,13690217333,3070960
LBN,1997,15751867489,3092670
LBN,1998,17247179006,3113951
LBN,1999,17391056369,3156646
LBN,2000,17260364842,3235366
LBN,2001,17649751244,3359859
LBN,2002,19152238806,3522837
LBN,2003,20082918740,3701464
LBN,2004,20955223881,3863267
LBN,2005,21287562189,3986852
LBN,2006,21796351575,4057350
LBN,2007,24577114428,4086466
LBN,2008,28829850746,4111047
LBN,2009,35139635158,4183156
LBN,2010,38009950249,4337141
LBN,2011,40078938640,4588368
LBN,2012,43205095854,4916404
